order_id;date;item_name;item_type;item_price;quantity;transaction_amount;transaction_type;received_by;time_of_sale;day_of_week;mes_ano;month_year
778;11/6/22;frankie;Fastfood;50;13;650;Cash;Mr.;Evening;Saturday;2022-06;2022-06
779;16/1/23;sandwich;Fastfood;60;13;780;Online;Mr.;Night;Monday;2023-01;2023-01
780;27/11/22;sugarcane juice;Beverages;25;13;325;Online;Mrs.;Afternoon;Sunday;2022-11;2022-11
781;27/5/22;aalopuri;Fastfood;20;10;200;Online;Mr.;Midnight;Friday;2022-05;2022-05
782;16/12/22;aalopuri;Fastfood;20;5;100;Online;Mr.;Night;Friday;2022-12;2022-12
783;29/4/22;aalopuri;Fastfood;20;8;160;Cash;Mr.;Morning;Friday;2022-04;2022-04
784;9/7/22;vadapav;Fastfood;20;8;160;Cash;Mrs.;Morning;Saturday;2022-07;2022-07
785;7/12/22;aalopuri;Fastfood;20;2;40;Online;Mr.;Afternoon;Wednesday;2022-12;2022-12
786;13/3/23;sandwich;Fastfood;60;14;840;Online;Mrs.;Night;Monday;2023-03;2023-03
787;25/3/23;aalopuri;Fastfood;20;2;40;Cash;Mrs.;Afternoon;Saturday;2023-03;2023-03
788;13/8/22;sugarcane juice;Beverages;25;7;175;Online;Mr.;Afternoon;Saturday;2022-08;2022-08
789;3/8/22;sugarcane juice;Beverages;25;7;175;Cash;Mr.;Morning;Wednesday;2022-08;2022-08
790;20/7/22;panipuri;Fastfood;20;3;60;Cash;Mrs.;Evening;Wednesday;2022-07;2022-07
791;7/4/22;vadapav;Fastfood;20;3;60;Online;Mr.;Midnight;Thursday;2022-04;2022-04
792;25/2/23;vadapav;Fastfood;20;2;40;Cash;Mrs.;Morning;Saturday;2023-02;2023-02
793;30/8/22;sandwich;Fastfood;60;6;360;Cash;Mrs.;Night;Tuesday;2022-08;2022-08
794;2/10/22;sugarcane juice;Beverages;25;5;125;Online;Mr.;Afternoon;Sunday;2022-10;2022-10
795;10/1/23;vadapav;Fastfood;20;9;180;Cash;Mr.;Evening;Tuesday;2023-01;2023-01
796;25/6/22;sugarcane juice;Beverages;25;14;350;Online;Mr.;Night;Saturday;2022-06;2022-06
797;26/11/22;cold coffee;Beverages;40;11;440;Cash;Mr.;Night;Saturday;2022-11;2022-11
798;22/5/22;frankie;Fastfood;50;12;600;Cash;Mr.;Night;Sunday;2022-05;2022-05
799;11/1/23;panipuri;Fastfood;20;1;20;Online;Mrs.;Night;Wednesday;2023-01;2023-01
800;6/11/22;cold coffee;Beverages;40;14;560;Cash;Mr.;Night;Sunday;2022-11;2022-11
801;28/4/22;aalopuri;Fastfood;20;7;140;Cash;Mrs.;Evening;Thursday;2022-04;2022-04
802;23/1/23;sandwich;Fastfood;60;7;420;Online;Mrs.;Afternoon;Monday;2023-01;2023-01
803;27/8/22;vadapav;Fastfood;20;5;100;Online;Mr.;Night;Saturday;2022-08;2022-08
804;11/10/22;cold coffee;Beverages;40;12;480;Online;Mrs.;Night;Tuesday;2022-10;2022-10
805;8/5/22;sugarcane juice;Beverages;25;1;25;Online;Mr.;Afternoon;Sunday;2022-05;2022-05
806;23/5/22;vadapav;Fastfood;20;3;60;Online;Mr.;Evening;Monday;2022-05;2022-05
807;13/6/22;frankie;Fastfood;50;1;50;Online;Mrs.;Midnight;Monday;2022-06;2022-06
808;21/9/22;panipuri;Fastfood;20;1;20;Online;Mr.;Morning;Wednesday;2022-09;2022-09
809;12/12/22;panipuri;Fastfood;20;10;200;Online;Mr.;Evening;Monday;2022-12;2022-12
810;27/12/22;vadapav;Fastfood;20;3;60;Online;Mr.;Morning;Tuesday;2022-12;2022-12
811;2/3/23;aalopuri;Fastfood;20;13;260;Cash;Mr.;Afternoon;Thursday;2023-03;2023-03
812;8/8/22;panipuri;Fastfood;20;5;100;Cash;Mr.;Afternoon;Monday;2022-08;2022-08
813;13/10/22;panipuri;Fastfood;20;10;200;Online;Mr.;Afternoon;Thursday;2022-10;2022-10
814;5/10/22;vadapav;Fastfood;20;13;260;Cash;Mrs.;Midnight;Wednesday;2022-10;2022-10
815;20/4/22;cold coffee;Beverages;40;12;480;Online;Mrs.;Afternoon;Wednesday;2022-04;2022-04
816;11/1/23;sugarcane juice;Beverages;25;11;275;Cash;Mr.;Morning;Wednesday;2023-01;2023-01
817;21/5/22;aalopuri;Fastfood;20;12;240;Cash;Mrs.;Evening;Saturday;2022-05;2022-05
818;28/2/23;frankie;Fastfood;50;6;300;Cash;Mr.;Night;Tuesday;2023-02;2023-02
819;12/10/22;vadapav;Fastfood;20;10;200;Cash;Mr.;Evening;Wednesday;2022-10;2022-10
820;24/2/23;aalopuri;Fastfood;20;3;60;Online;Mr.;Midnight;Friday;2023-02;2023-02
821;24/7/22;aalopuri;Fastfood;20;12;240;Cash;Mrs.;Midnight;Sunday;2022-07;2022-07
822;17/6/22;panipuri;Fastfood;20;12;240;Online;Mr.;Morning;Friday;2022-06;2022-06
823;13/2/23;panipuri;Fastfood;20;11;220;Online;Mr.;Midnight;Monday;2023-02;2023-02
824;18/1/23;vadapav;Fastfood;20;2;40;Online;Mrs.;Evening;Wednesday;2023-01;2023-01
825;30/10/22;panipuri;Fastfood;20;14;280;Cash;Mrs.;Morning;Sunday;2022-10;2022-10
826;2/12/22;sandwich;Fastfood;60;15;900;Cash;Mrs.;Night;Friday;2022-12;2022-12
827;6/1/23;sandwich;Fastfood;60;12;720;Cash;Mr.;Midnight;Friday;2023-01;2023-01
828;18/8/22;panipuri;Fastfood;20;6;120;Cash;Mr.;Evening;Thursday;2022-08;2022-08
829;19/9/22;cold coffee;Beverages;40;6;240;Cash;Mr.;Night;Monday;2022-09;2022-09
830;28/11/22;cold coffee;Beverages;40;9;360;Cash;Mr.;Night;Monday;2022-11;2022-11
831;1/8/22;frankie;Fastfood;50;5;250;Online;Mrs.;Morning;Monday;2022-08;2022-08
832;6/6/22;sugarcane juice;Beverages;25;4;100;Cash;Mr.;Morning;Monday;2022-06;2022-06
833;1/9/22;panipuri;Fastfood;20;2;40;Online;Mrs.;Evening;Thursday;2022-09;2022-09
834;25/5/22;sugarcane juice;Beverages;25;14;350;Cash;Mr.;Evening;Wednesday;2022-05;2022-05
835;27/9/22;sugarcane juice;Beverages;25;7;175;Online;Mr.;Afternoon;Tuesday;2022-09;2022-09
836;31/8/22;vadapav;Fastfood;20;2;40;Cash;Mrs.;Midnight;Wednesday;2022-08;2022-08
837;19/5/22;aalopuri;Fastfood;20;7;140;Cash;Mr.;Midnight;Thursday;2022-05;2022-05
838;31/7/22;cold coffee;Beverages;40;9;360;Online;Mrs.;Morning;Sunday;2022-07;2022-07
839;8/5/22;sugarcane juice;Beverages;25;4;100;Cash;Mrs.;Afternoon;Sunday;2022-05;2022-05
840;18/2/23;cold coffee;Beverages;40;15;600;Cash;Mrs.;Midnight;Saturday;2023-02;2023-02
841;3/2/23;vadapav;Fastfood;20;9;180;Cash;Mr.;Night;Friday;2023-02;2023-02
842;25/5/22;panipuri;Fastfood;20;2;40;Cash;Mrs.;Evening;Wednesday;2022-05;2022-05
843;4/7/22;sugarcane juice;Beverages;25;1;25;Cash;Mrs.;Morning;Monday;2022-07;2022-07
844;4/5/22;sugarcane juice;Beverages;25;13;325;Cash;Mr.;Morning;Wednesday;2022-05;2022-05
845;1/7/22;cold coffee;Beverages;40;6;240;Online;Mrs.;Evening;Friday;2022-07;2022-07
846;20/4/22;aalopuri;Fastfood;20;5;100;Online;Mr.;Afternoon;Wednesday;2022-04;2022-04
847;14/8/22;panipuri;Fastfood;20;11;220;Online;Mr.;Midnight;Sunday;2022-08;2022-08
848;10/11/22;frankie;Fastfood;50;9;450;Cash;Mr.;Night;Thursday;2022-11;2022-11
849;3/11/22;cold coffee;Beverages;40;10;400;Cash;Mrs.;Night;Thursday;2022-11;2022-11
850;20/8/22;vadapav;Fastfood;20;3;60;Online;Mrs.;Afternoon;Saturday;2022-08;2022-08
851;28/1/23;aalopuri;Fastfood;20;15;300;Online;Mrs.;Night;Saturday;2023-01;2023-01
852;5/5/22;sugarcane juice;Beverages;25;8;200;Online;Mr.;Night;Thursday;2022-05;2022-05
853;17/2/23;cold coffee;Beverages;40;3;120;Online;Mrs.;Midnight;Friday;2023-02;2023-02
854;14/10/22;cold coffee;Beverages;40;14;560;Online;Mrs.;Night;Friday;2022-10;2022-10
855;23/10/22;vadapav;Fastfood;20;5;100;Online;Mr.;Evening;Sunday;2022-10;2022-10
856;4/5/22;aalopuri;Fastfood;20;11;220;Cash;Mrs.;Night;Wednesday;2022-05;2022-05
857;8/11/22;sugarcane juice;Beverages;25;14;350;Online;Mrs.;Evening;Tuesday;2022-11;2022-11
858;22/11/22;cold coffee;Beverages;40;9;360;Cash;Mr.;Evening;Tuesday;2022-11;2022-11
859;8/10/22;sandwich;Fastfood;60;11;660;Cash;Mrs.;Midnight;Saturday;2022-10;2022-10
860;16/7/22;cold coffee;Beverages;40;5;200;Cash;Mr.;Night;Saturday;2022-07;2022-07
861;24/1/23;sugarcane juice;Beverages;25;8;200;Cash;Mrs.;Night;Tuesday;2023-01;2023-01
862;10/3/23;frankie;Fastfood;50;7;350;Online;Mr.;Night;Friday;2023-03;2023-03
863;8/9/22;frankie;Fastfood;50;9;450;Online;Mr.;Night;Thursday;2022-09;2022-09
864;20/8/22;cold coffee;Beverages;40;9;360;Online;Mr.;Morning;Saturday;2022-08;2022-08
865;23/1/23;sugarcane juice;Beverages;25;6;150;Cash;Mrs.;Night;Monday;2023-01;2023-01
866;13/8/22;frankie;Fastfood;50;10;500;Online;Mr.;Midnight;Saturday;2022-08;2022-08
867;26/1/23;frankie;Fastfood;50;15;750;Cash;Mr.;Midnight;Thursday;2023-01;2023-01
868;17/8/22;aalopuri;Fastfood;20;13;260;Cash;Mrs.;Evening;Wednesday;2022-08;2022-08
869;26/6/22;panipuri;Fastfood;20;9;180;Online;Mr.;Midnight;Sunday;2022-06;2022-06
870;31/10/22;cold coffee;Beverages;40;5;200;Online;Mrs.;Afternoon;Monday;2022-10;2022-10
871;7/12/22;vadapav;Fastfood;20;14;280;Online;Mrs.;Evening;Wednesday;2022-12;2022-12
872;14/7/22;sandwich;Fastfood;60;12;720;Cash;Mr.;Afternoon;Thursday;2022-07;2022-07
873;9/5/22;sugarcane juice;Beverages;25;1;25;Online;Mr.;Night;Monday;2022-05;2022-05
874;9/5/22;cold coffee;Beverages;40;4;160;Cash;Mr.;Midnight;Monday;2022-05;2022-05
875;5/8/22;vadapav;Fastfood;20;15;300;Cash;Mr.;Evening;Friday;2022-08;2022-08
876;10/6/22;cold coffee;Beverages;40;8;320;Online;Mrs.;Evening;Friday;2022-06;2022-06
877;27/10/22;sugarcane juice;Beverages;25;14;350;Cash;Mrs.;Afternoon;Thursday;2022-10;2022-10
878;12/8/22;sandwich;Fastfood;60;6;360;Online;Mr.;Evening;Friday;2022-08;2022-08
879;6/11/22;cold coffee;Beverages;40;9;360;Cash;Mrs.;Evening;Sunday;2022-11;2022-11
880;25/6/22;sugarcane juice;Beverages;25;5;125;Cash;Mrs.;Morning;Saturday;2022-06;2022-06
881;25/5/22;sandwich;Fastfood;60;2;120;Cash;Mr.;Midnight;Wednesday;2022-05;2022-05
882;23/4/22;panipuri;Fastfood;20;9;180;Online;Mr.;Morning;Saturday;2022-04;2022-04
883;24/8/22;aalopuri;Fastfood;20;5;100;Online;Mrs.;Midnight;Wednesday;2022-08;2022-08
884;1/3/23;vadapav;Fastfood;20;12;240;Online;Mr.;Night;Wednesday;2023-03;2023-03
885;16/10/22;sugarcane juice;Beverages;25;4;100;Cash;Mr.;Evening;Sunday;2022-10;2022-10
886;21/7/22;sugarcane juice;Beverages;25;4;100;Cash;Mrs.;Night;Thursday;2022-07;2022-07
887;24/10/22;aalopuri;Fastfood;20;3;60;Cash;Mr.;Morning;Monday;2022-10;2022-10
888;5/9/22;vadapav;Fastfood;20;8;160;Cash;Mr.;Evening;Monday;2022-09;2022-09
889;12/4/22;vadapav;Fastfood;20;10;200;Online;Mr.;Midnight;Tuesday;2022-04;2022-04
890;3/3/23;sugarcane juice;Beverages;25;5;125;Cash;Mrs.;Morning;Friday;2023-03;2023-03
891;27/12/22;cold coffee;Beverages;40;11;440;Cash;Mr.;Midnight;Tuesday;2022-12;2022-12
892;14/7/22;sugarcane juice;Beverages;25;7;175;Online;Mrs.;Evening;Thursday;2022-07;2022-07
893;13/7/22;sugarcane juice;Beverages;25;12;300;Cash;Mrs.;Afternoon;Wednesday;2022-07;2022-07
894;19/3/23;sandwich;Fastfood;60;15;900;Cash;Mr.;Morning;Sunday;2023-03;2023-03
895;3/1/23;sugarcane juice;Beverages;25;11;275;Cash;Mr.;Afternoon;Tuesday;2023-01;2023-01
896;30/10/22;aalopuri;Fastfood;20;13;260;Cash;Mr.;Night;Sunday;2022-10;2022-10
897;22/8/22;aalopuri;Fastfood;20;6;120;Online;Mr.;Morning;Monday;2022-08;2022-08
898;2/3/23;frankie;Fastfood;50;8;400;Cash;Mr.;Afternoon;Thursday;2023-03;2023-03
899;24/1/23;aalopuri;Fastfood;20;7;140;Cash;Mr.;Midnight;Tuesday;2023-01;2023-01
900;7/12/22;sugarcane juice;Beverages;25;9;225;Online;Mr.;Afternoon;Wednesday;2022-12;2022-12
901;24/12/22;vadapav;Fastfood;20;7;140;Online;Mrs.;Morning;Saturday;2022-12;2022-12
902;23/11/22;frankie;Fastfood;50;4;200;Online;Mr.;Afternoon;Wednesday;2022-11;2022-11
903;1/1/23;aalopuri;Fastfood;20;15;300;Online;Mr.;Night;Sunday;2023-01;2023-01
904;12/3/23;aalopuri;Fastfood;20;4;80;Cash;Mrs.;Midnight;Sunday;2023-03;2023-03
905;13/12/22;frankie;Fastfood;50;15;750;Cash;Mrs.;Midnight;Tuesday;2022-12;2022-12
906;4/4/22;sandwich;Fastfood;60;15;900;Cash;Mr.;Afternoon;Monday;2022-04;2022-04
907;19/10/22;cold coffee;Beverages;40;4;160;Online;Mrs.;Midnight;Wednesday;2022-10;2022-10
908;6/3/23;sandwich;Fastfood;60;7;420;Cash;Mrs.;Night;Monday;2023-03;2023-03
909;21/2/23;cold coffee;Beverages;40;12;480;Online;Mrs.;Morning;Tuesday;2023-02;2023-02
910;9/10/22;panipuri;Fastfood;20;1;20;Cash;Mrs.;Afternoon;Sunday;2022-10;2022-10
911;9/4/22;sandwich;Fastfood;60;1;60;Cash;Mr.;Evening;Saturday;2022-04;2022-04
912;17/9/22;aalopuri;Fastfood;20;6;120;Cash;Mr.;Evening;Saturday;2022-09;2022-09
913;15/2/23;frankie;Fastfood;50;15;750;Online;Mr.;Evening;Wednesday;2023-02;2023-02
914;1/3/23;sandwich;Fastfood;60;14;840;Cash;Mr.;Night;Wednesday;2023-03;2023-03
915;7/10/22;cold coffee;Beverages;40;7;280;Online;Mr.;Afternoon;Friday;2022-10;2022-10
916;17/11/22;cold coffee;Beverages;40;15;600;Online;Mrs.;Afternoon;Thursday;2022-11;2022-11
917;15/5/22;vadapav;Fastfood;20;15;300;Online;Mr.;Evening;Sunday;2022-05;2022-05
918;12/11/22;panipuri;Fastfood;20;6;120;Cash;Mr.;Evening;Saturday;2022-11;2022-11
919;3/1/23;vadapav;Fastfood;20;8;160;Online;Mrs.;Evening;Tuesday;2023-01;2023-01
920;12/7/22;frankie;Fastfood;50;13;650;Online;Mr.;Evening;Tuesday;2022-07;2022-07
921;21/9/22;vadapav;Fastfood;20;14;280;Cash;Mr.;Midnight;Wednesday;2022-09;2022-09
922;13/6/22;frankie;Fastfood;50;5;250;Online;Mrs.;Evening;Monday;2022-06;2022-06
923;30/5/22;cold coffee;Beverages;40;3;120;Online;Mr.;Morning;Monday;2022-05;2022-05
924;17/12/22;panipuri;Fastfood;20;14;280;Cash;Mr.;Afternoon;Saturday;2022-12;2022-12
925;10/4/22;frankie;Fastfood;50;4;200;Online;Mrs.;Afternoon;Sunday;2022-04;2022-04
926;27/2/23;frankie;Fastfood;50;15;750;Cash;Mrs.;Afternoon;Monday;2023-02;2023-02
927;2/12/22;cold coffee;Beverages;40;6;240;Online;Mrs.;Evening;Friday;2022-12;2022-12
928;7/4/22;sandwich;Fastfood;60;11;660;Online;Mr.;Evening;Thursday;2022-04;2022-04
929;6/6/22;frankie;Fastfood;50;9;450;Online;Mrs.;Night;Monday;2022-06;2022-06
930;27/11/22;sugarcane juice;Beverages;25;10;250;Online;Mr.;Night;Sunday;2022-11;2022-11
931;26/6/22;aalopuri;Fastfood;20;15;300;Cash;Mr.;Afternoon;Sunday;2022-06;2022-06
932;18/10/22;sandwich;Fastfood;60;9;540;Online;Mr.;Afternoon;Tuesday;2022-10;2022-10
933;21/1/23;sugarcane juice;Beverages;25;15;375;Online;Mrs.;Afternoon;Saturday;2023-01;2023-01
934;19/9/22;cold coffee;Beverages;40;4;160;Cash;Mrs.;Afternoon;Monday;2022-09;2022-09
935;17/2/23;sandwich;Fastfood;60;12;720;Cash;Mr.;Midnight;Friday;2023-02;2023-02
936;10/8/22;panipuri;Fastfood;20;2;40;Cash;Mr.;Midnight;Wednesday;2022-08;2022-08
937;22/6/22;panipuri;Fastfood;20;4;80;Cash;Mr.;Night;Wednesday;2022-06;2022-06
938;10/8/22;sugarcane juice;Beverages;25;14;350;Cash;Mr.;Evening;Wednesday;2022-08;2022-08
939;19/2/23;vadapav;Fastfood;20;15;300;Online;Mr.;Midnight;Sunday;2023-02;2023-02
940;7/2/23;sugarcane juice;Beverages;25;14;350;Online;Mrs.;Midnight;Tuesday;2023-02;2023-02
941;10/2/23;cold coffee;Beverages;40;10;400;Online;Mrs.;Morning;Friday;2023-02;2023-02
942;20/7/22;frankie;Fastfood;50;6;300;Cash;Mr.;Night;Wednesday;2022-07;2022-07
943;30/6/22;vadapav;Fastfood;20;6;120;Cash;Mrs.;Night;Thursday;2022-06;2022-06
944;12/5/22;aalopuri;Fastfood;20;2;40;Cash;Mr.;Midnight;Thursday;2022-05;2022-05
945;15/5/22;cold coffee;Beverages;40;2;80;Online;Mrs.;Afternoon;Sunday;2022-05;2022-05
946;21/2/23;sandwich;Fastfood;60;8;480;Cash;Mr.;Midnight;Tuesday;2023-02;2023-02
947;16/8/22;aalopuri;Fastfood;20;11;220;Online;Mr.;Night;Tuesday;2022-08;2022-08
948;16/1/23;sandwich;Fastfood;60;10;600;Online;Mr.;Evening;Monday;2023-01;2023-01
949;7/1/23;panipuri;Fastfood;20;1;20;Cash;Mrs.;Evening;Saturday;2023-01;2023-01
950;25/9/22;frankie;Fastfood;50;6;300;Online;Mrs.;Evening;Sunday;2022-09;2022-09
951;11/11/22;panipuri;Fastfood;20;11;220;Cash;Mrs.;Afternoon;Friday;2022-11;2022-11
952;24/9/22;aalopuri;Fastfood;20;14;280;Cash;Mrs.;Evening;Saturday;2022-09;2022-09
953;10/11/22;sandwich;Fastfood;60;2;120;Online;Mrs.;Afternoon;Thursday;2022-11;2022-11
954;31/1/23;aalopuri;Fastfood;20;3;60;Cash;Mrs.;Midnight;Tuesday;2023-01;2023-01
955;27/1/23;sugarcane juice;Beverages;25;7;175;Online;Mr.;Afternoon;Friday;2023-01;2023-01
956;30/4/22;frankie;Fastfood;50;13;650;Online;Mr.;Morning;Saturday;2022-04;2022-04
957;8/2/23;panipuri;Fastfood;20;3;60;Online;Mrs.;Midnight;Wednesday;2023-02;2023-02
958;22/5/22;sandwich;Fastfood;60;11;660;Online;Mrs.;Night;Sunday;2022-05;2022-05
959;28/11/22;vadapav;Fastfood;20;8;160;Online;Mrs.;Midnight;Monday;2022-11;2022-11
960;12/8/22;sugarcane juice;Beverages;25;15;375;Online;Mrs.;Evening;Friday;2022-08;2022-08
961;14/3/23;frankie;Fastfood;50;13;650;Cash;Mr.;Night;Tuesday;2023-03;2023-03
962;18/5/22;frankie;Fastfood;50;13;650;Online;Mrs.;Afternoon;Wednesday;2022-05;2022-05
963;5/10/22;vadapav;Fastfood;20;6;120;Cash;Mrs.;Morning;Wednesday;2022-10;2022-10
964;7/5/22;cold coffee;Beverages;40;8;320;Cash;Mr.;Evening;Saturday;2022-05;2022-05
965;8/10/22;frankie;Fastfood;50;5;250;Online;Mrs.;Night;Saturday;2022-10;2022-10
966;19/3/23;panipuri;Fastfood;20;11;220;Online;Mrs.;Morning;Sunday;2023-03;2023-03
967;29/6/22;cold coffee;Beverages;40;14;560;Cash;Mr.;Afternoon;Wednesday;2022-06;2022-06
968;9/8/22;cold coffee;Beverages;40;15;600;Cash;Mrs.;Morning;Tuesday;2022-08;2022-08
969;6/11/22;cold coffee;Beverages;40;11;440;Cash;Mr.;Morning;Sunday;2022-11;2022-11
970;21/11/22;aalopuri;Fastfood;20;5;100;Online;Mrs.;Afternoon;Monday;2022-11;2022-11
971;2/10/22;frankie;Fastfood;50;2;100;Cash;Mrs.;Morning;Sunday;2022-10;2022-10
972;11/3/23;aalopuri;Fastfood;20;1;20;Cash;Mrs.;Afternoon;Saturday;2023-03;2023-03
973;7/6/22;sugarcane juice;Beverages;25;1;25;Online;Mrs.;Morning;Tuesday;2022-06;2022-06
974;28/1/23;vadapav;Fastfood;20;13;260;Online;Mr.;Afternoon;Saturday;2023-01;2023-01
975;15/1/23;aalopuri;Fastfood;20;1;20;Cash;Mr.;Midnight;Sunday;2023-01;2023-01
976;17/4/22;sugarcane juice;Beverages;25;11;275;Cash;Mrs.;Morning;Sunday;2022-04;2022-04
977;5/1/23;aalopuri;Fastfood;20;1;20;Cash;Mr.;Evening;Thursday;2023-01;2023-01
978;8/10/22;frankie;Fastfood;50;2;100;Online;Mr.;Night;Saturday;2022-10;2022-10
979;21/5/22;aalopuri;Fastfood;20;13;260;Cash;Mrs.;Midnight;Saturday;2022-05;2022-05
980;20/6/22;vadapav;Fastfood;20;9;180;Online;Mr.;Morning;Monday;2022-06;2022-06
981;22/1/23;panipuri;Fastfood;20;15;300;Online;Mr.;Midnight;Sunday;2023-01;2023-01
982;30/3/23;sugarcane juice;Beverages;25;14;350;Cash;Mrs.;Night;Thursday;2023-03;2023-03
983;17/3/23;cold coffee;Beverages;40;10;400;Online;Mrs.;Night;Friday;2023-03;2023-03
984;7/1/23;frankie;Fastfood;50;3;150;Cash;Mr.;Afternoon;Saturday;2023-01;2023-01
985;14/6/22;frankie;Fastfood;50;1;50;Cash;Mrs.;Afternoon;Tuesday;2022-06;2022-06
986;30/4/22;sugarcane juice;Beverages;25;13;325;Online;Mr.;Night;Saturday;2022-04;2022-04
987;4/1/23;vadapav;Fastfood;20;3;60;Cash;Mrs.;Evening;Wednesday;2023-01;2023-01
988;3/1/23;frankie;Fastfood;50;13;650;Cash;Mrs.;Night;Tuesday;2023-01;2023-01
989;11/10/22;cold coffee;Beverages;40;13;520;Cash;Mr.;Afternoon;Tuesday;2022-10;2022-10
990;24/11/22;vadapav;Fastfood;20;10;200;Online;Mrs.;Morning;Thursday;2022-11;2022-11
991;18/1/23;sandwich;Fastfood;60;7;420;Cash;Mrs.;Night;Wednesday;2023-01;2023-01
992;21/10/22;sandwich;Fastfood;60;5;300;Cash;Mr.;Morning;Friday;2022-10;2022-10
993;17/7/22;frankie;Fastfood;50;3;150;Online;Mrs.;Night;Sunday;2022-07;2022-07
994;1/11/22;panipuri;Fastfood;20;2;40;Online;Mrs.;Evening;Tuesday;2022-11;2022-11
995;18/6/22;sugarcane juice;Beverages;25;1;25;Online;Mr.;Night;Saturday;2022-06;2022-06
996;19/3/23;frankie;Fastfood;50;10;500;Online;Mrs.;Evening;Sunday;2023-03;2023-03
997;20/9/22;sandwich;Fastfood;60;7;420;Cash;Mr.;Evening;Tuesday;2022-09;2022-09
998;26/1/23;sandwich;Fastfood;60;13;780;Cash;Mr.;Evening;Thursday;2023-01;2023-01
999;27/8/22;panipuri;Fastfood;20;5;100;Cash;Mrs.;Afternoon;Saturday;2022-08;2022-08
1000;29/5/22;aalopuri;Fastfood;20;3;60;Online;Mrs.;Midnight;Sunday;2022-05;2022-05
